restaurant_title,restaurant_address,restaurant_page,restaurant_note,restaurant_types,meal_type,sub_category,district
石‧撈麻辣火鍋,臺北市中山區松江路95之1號3樓,https://ifoodie.tw/restaurant/5e03b0438c906d200bbba90c-%E7%9F%B3-%E6%92%88%E9%BA%BB%E8%BE%A3%E7%81%AB%E9%8D%8B,https://ifoodie.tw/blog/682a8507eb74c4784d716313/link,找相似餐廳;火鍋;約會餐廳;精緻高級,0,台式,中山區
宮內屋豚骨らーめん,臺北市士林區通河街143號,https://ifoodie.tw/restaurant/5cf0f1352261393a2d2a078a-%E5%AE%AE%E5%85%A7%E5%B1%8B%E8%B1%9A%E9%AA%A8-,https://ifoodie.tw/blog/682af6cceafa65fe4a793250/link,找相似餐廳;拉麵;日本料理;午餐;晚餐,0,日式,士林區
龍都酒樓,臺北市中山區中山北路一段105巷18之1號,https://ifoodie.tw/restaurant/559dcd18c03a103ee86cad07-%E9%BE%8D%E9%83%BD%E9%85%92%E6%A8%93,https://ifoodie.tw/blog/682ada3f79044231ac8ac9f6/link,找相似餐廳;中式料理;港式料理;精緻高級,0,中式,中山區
小烤店,臺北市內湖區五分街1號旁,https://ifoodie.tw/restaurant/682b3009927f8058f7b022bd-%E5%B0%8F%E7%83%A4%E5%BA%97,https://ifoodie.tw/blog/682a850b5ba7d8f9462f9c76/link,燒肉,0,其他,內湖區
Afterglo&Golden,臺北市中山區中山北路二段39巷3號B2,https://ifoodie.tw/restaurant/6829de87927f8058f7b01ea4-Afterglo-Golden,https://ifoodie.tw/blog/6829ddb0207c05fb3722de4b/link,精緻高級;約會餐廳;餐酒館;宵夜,0,其他,中山區
知心寮,臺北市中山區林森北路145巷17號1樓,https://ifoodie.tw/restaurant/5f9195b22756dd258391b6f4-%E7%9F%A5%E5%BF%83%E5%AF%AE,https://ifoodie.tw/blog/6829f17a927f80a91238ba6b/link,找相似餐廳;居酒屋;酒吧;日本料理,0,日式,中山區
うなぎ四代目菊かわ鰻魚飯專賣店,臺北市中山區南京東路二段63號,https://ifoodie.tw/restaurant/63c758fc77b9e9696983c624--%E5%9B%9B%E4%BB%A3%E7%9B%AE%E8%8F%8A-%E9%B0%BB%E9%AD%9A%E9%A3%AF%E5%B0%88%E8%B3%A3%E5%BA%97,https://ifoodie.tw/blog/6829da347be9c31dc9798df4/link,找相似餐廳;中式料理;合菜;日本料理,0,中式,中山區
拾士-日式洋食，寵物友善餐廳，居酒屋,臺北市萬華區康定路148號,https://ifoodie.tw/restaurant/6572e7f7eb74c458b8260b6c-%E6%8B%BE%E5%A3%AB-%E6%97%A5%E5%BC%8F%E6%B4%8B%E9%A3%9F-%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%E9%A4%90%E5%BB%B3-%E5%B1%85%E9%85%92%E5%B1%8B,https://ifoodie.tw/blog/68290ca8eb74c442fd788b3e/link,找相似餐廳;日本料理;美式料理;寵物友善,0,日式,萬華區
新采粵式小館,臺北市大安區市民大道四段60之1號,https://ifoodie.tw/restaurant/68234741927f8058f699b168-%E6%96%B0%E9%87%87%E7%B2%B5%E5%BC%8F%E5%B0%8F%E9%A4%A8,https://ifoodie.tw/blog/6829a57269141a99585a87c9/link,找相似餐廳;港式料理;宵夜;晚餐,0,其他,大安區
阿里郎村落,臺北市士林區福華路149號,https://ifoodie.tw/restaurant/559d22cac03a103ee86c43d9-%E9%98%BF%E9%87%8C%E9%83%8E%E6%9D%91%E8%90%BD,https://ifoodie.tw/blog/6829175a2f926abc762692e3/link,找相似餐廳;午餐;晚餐;韓式料理,0,韓式,士林區
阿芬麵店,臺北市萬華區漢口街二段109巷,https://ifoodie.tw/restaurant/6829de7f927f8058f7b01e88-%E9%98%BF%E8%8A%AC%E9%BA%B5%E5%BA%97,https://ifoodie.tw/blog/682933899d99d2eababd19c0/link,小吃;宵夜;晚餐,0,台式,萬華區
金豬食堂GoldPigTaiwan,臺北市中山區南京東路一段29號,https://ifoodie.tw/restaurant/6825e9fe927f8058f7a6dbda-%E9%87%91%E8%B1%AC%E9%A3%9F%E5%A0%82-Gold-Pig-Taiwan,https://ifoodie.tw/blog/6829c78aeb74c446a6640982/link,找相似餐廳;燒肉;新開幕;韓式料理,0,韓式,中山區
瞞著爹壽司創始店(預約制無菜單料理),臺北市萬華區武昌街二段82巷2弄4號,https://ifoodie.tw/restaurant/612c4266828287267d489744-%E7%9E%9E%E8%91%97%E7%88%B9-%E5%A3%BD%E5%8F%B8%E5%89%B5%E5%A7%8B%E5%BA%97-%E9%A0%90%E7%B4%84%E5%88%B6%E7%84%A1%E8%8F%9C%E5%96%AE%E6%96%99%E7%90%86-,https://ifoodie.tw/blog/682918d03ce73ac04411cb93/link,找相似餐廳;日本料理;午餐;晚餐,0,日式,萬華區
寧波排骨大王,臺北市中正區寧波東街14號,https://ifoodie.tw/restaurant/57910f742756dd01dcf7d5fd-%E5%AF%A7%E6%B3%A2%E6%8E%92%E9%AA%A8%E5%A4%A7%E7%8E%8B,https://ifoodie.tw/blog/6829a57069141a99585a87c7/link,找相似餐廳;小吃;午餐;晚餐,0,台式,中正區
緣側engawa（店休依IG公告為主）,臺北市信義區忠孝東路五段790巷25弄7號,https://ifoodie.tw/restaurant/67f7c5b7927f80bfb72b9d25-%E7%B7%A3%E5%81%B4engawa-%E5%BA%97%E4%BC%91%E4%BE%9DIG%E5%85%AC%E5%91%8A%E7%82%BA%E4%B8%BB-,https://ifoodie.tw/blog/6829ea40927f80a91238b75e/link,找相似餐廳;日本料理;蛋糕;甜點,0,日式,信義區
米與多蜜南港店,臺北市南港區經貿二路131號6樓,https://ifoodie.tw/restaurant/682943727be9c3f913e7d4aa-%E7%B1%B3%E8%88%87%E5%A4%9A%E8%9C%9C-%E5%8D%97%E6%B8%AF%E5%BA%97,https://ifoodie.tw/blog/68294331eb74c4a2410b258a/link,美式料理;午餐;晚餐,0,美式,南港區
神戶牛排館,臺北市士林區士東路79號,https://ifoodie.tw/restaurant/55a64c4cc03a104df53c97d4-%E7%A5%9E%E6%88%B6%E7%89%9B%E6%8E%92%E9%A4%A8,https://ifoodie.tw/blog/6829884687ab92ec08dc8c4d/link,找相似餐廳;牛排;午餐;晚餐,0,美式,士林區
奔Fun足體x水豚搖搖xCapybara,臺北市萬華區武昌街二段85之4號,https://ifoodie.tw/restaurant/682752317be9c3784b0dc002-%E5%A5%94Fun%E8%B6%B3%E9%AB%94x%E6%B0%B4%E8%B1%9A%E6%90%96%E6%90%96xCapybara,https://ifoodie.tw/blog/68294a917be9c3f913e7dce2/link,找相似餐廳;酒吧;晚餐,0,其他,萬華區
魚擺擺魚火鍋,臺北市中山區長安東路一段87號,https://ifoodie.tw/restaurant/61f3ef4d7cc7fc25a87d2212-%E9%AD%9A%E6%93%BA%E6%93%BA%E9%AD%9A%E7%81%AB%E9%8D%8B,https://ifoodie.tw/blog/682988b4896897ed6468e855/link,找相似餐廳;火鍋;午餐;晚餐,0,台式,中山區
陳季炸雞北投店,臺北市北投區公舘路5號,https://ifoodie.tw/restaurant/58ce097f23679c465e353c96-%E9%99%B3%E5%AD%A3%E7%82%B8%E9%9B%9E-%E5%8C%97%E6%8A%95%E5%BA%97,https://ifoodie.tw/blog/682987da0e6e44ebe9ae7757/link,找相似餐廳;小吃;宵夜;午餐;晚餐,0,台式,北投區
涮樂和牛鍋物西門店,臺北市萬華區峨眉街37號3樓,https://ifoodie.tw/restaurant/61873691873d795f094a5c47-%E6%B6%AE%E6%A8%82%E5%92%8C%E7%89%9B%E9%8D%8B%E7%89%A9-%E8%A5%BF%E9%96%80%E5%BA%97,https://ifoodie.tw/blog/68297a2feb74c4e6beb5cc8e/link,找相似餐廳;火鍋;日本料理;精緻高級,0,台式,萬華區
説故事-川串香Chuánchuán,臺北市松山區延吉街30巷11號,https://ifoodie.tw/restaurant/68273bbb927f8058f7ab3242-%E8%AA%AC%E6%95%85%E4%BA%8B-%E5%B7%9D%E4%B8%B2%E9%A6%99Chu-nchu-n,https://ifoodie.tw/blog/6829889a086661ed5006e01a/link,找相似餐廳;火鍋;宵夜;晚餐,0,台式,松山區
我家川菜,臺北市萬華區成都路105巷7號,https://ifoodie.tw/restaurant/68289c8ceb74c4cf520a632d-%E6%88%91%E5%AE%B6%E5%B7%9D%E8%8F%9C,https://ifoodie.tw/blog/68289c1b7be9c3cb8ecf691b/link,中式料理;合菜;午餐;晚餐,0,中式,萬華區
博多天ぶらやまみ(博多天麩羅山海),臺北市信義區忠孝東路五段8號B2F,https://ifoodie.tw/restaurant/559d6472c03a103ee86c6ee0-%E5%8D%9A%E5%A4%9A%E5%A4%A9-%E5%8D%9A%E5%A4%9A%E5%A4%A9%E9%BA%A9%E7%BE%85%E5%B1%B1%E6%B5%B7-,https://ifoodie.tw/blog/68289b4a7be9c3d6f5c9c4d4/link,找相似餐廳;日本料理;午餐;晚餐,0,日式,信義區
小龍飲食,臺北市松山區光復南路13巷31號,https://ifoodie.tw/restaurant/559d4c78c03a103ee86c5f7c-%E5%B0%8F%E9%BE%8D%E9%A3%B2%E9%A3%9F,https://ifoodie.tw/blog/682836cdb758e326feb88459/link,找相似餐廳;小吃;火鍋;午餐;晚餐,0,台式,松山區
雞泰炒（Kanokwan老麵攤隱藏版料理）,臺北市中山區南京東路二段163號,https://ifoodie.tw/restaurant/682e7182927f80e27833aafa-%E9%9B%9E%E6%B3%B0%E7%82%92-Kanokwan-%E8%80%81%E9%BA%B5%E6%94%A4%E9%9A%B1%E8%97%8F%E7%89%88%E6%96%99,https://ifoodie.tw/blog/6827c6136525d9bec3beb7bc/link,精緻高級;約會餐廳;新開幕;午餐,0,其他,中山區
磚窯古早味懷舊餐廳,臺北市松山區敦化南路1段7之1號,https://ifoodie.tw/restaurant/66f40e1e927f803fa741f817-%E7%A3%9A%E7%AA%AF%E5%8F%A4%E6%97%A9%E5%91%B3%E6%87%B7%E8%88%8A%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/6827c6b0190fd9bf07bba494/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,松山區
菁豔景觀餐廳,臺北市士林區菁山路101巷71弄16號,https://ifoodie.tw/restaurant/5ba7a1762756dd5a93183387-%E8%8F%81%E8%B1%94%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/68288c3f225ed3ec1a1582c8/link,找相似餐廳;合菜;約會餐廳;景觀餐廳,0,其他,士林區
漁匠甘霖,臺北市大同區迪化街一段23號,https://ifoodie.tw/restaurant/5a353151f5246865d99dc88a-%E6%BC%81%E5%8C%A0%E7%94%98%E9%9C%96,https://ifoodie.tw/blog/68288c3a225ed3ec1a1582c6/link,找相似餐廳;日本料理;午餐;海鮮;壽司,0,日式,大同區
川妹子,臺北市大安區光復南路240巷52號,https://ifoodie.tw/restaurant/559d3959c03a103ee86c531c-%E5%B7%9D%E5%A6%B9%E5%AD%90,https://ifoodie.tw/blog/6827c751ec44cfc26a3cd408/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,大安區
赤丸,臺北市大同區赤峰街49巷2號,https://ifoodie.tw/restaurant/654a0d0d927f808ebd114a0c-%E8%B5%A4%E4%B8%B8,https://ifoodie.tw/blog/682762117be9c33bb7a6c9e6/link,找相似餐廳;日本料理;小吃;甜點;午餐,0,台式,大同區
阿添羊肉羹、魷魚羹,臺北市萬華區峨眉街111之2號,https://ifoodie.tw/restaurant/5b0127a0226139090f68a007-%E9%98%BF%E6%B7%BB%E7%BE%8A%E8%82%89%E7%BE%B9-%E9%AD%B7%E9%AD%9A%E7%BE%B9,https://ifoodie.tw/blog/6828366ff7d663267e8a145b/link,找相似餐廳;小吃;宵夜,0,台式,萬華區
樂葵法式鐵板燒微風南山,臺北市信義區松智路17號5樓,https://ifoodie.tw/restaurant/65d74a2a927f8005d2e50841-%E6%A8%82%E8%91%B5%E6%B3%95%E5%BC%8F%E9%90%B5%E6%9D%BF%E7%87%92-%E5%BE%AE%E9%A2%A8%E5%8D%97%E5%B1%B1,https://ifoodie.tw/blog/6828536e3b79428bba1f3120/link,找相似餐廳;精緻高級;約會餐廳;午餐,0,其他,信義區
福鼎湯包店,臺北市文山區興隆路三段112巷2弄13號,https://ifoodie.tw/restaurant/559d1516c03a103ee86c3b8c-%E7%A6%8F%E9%BC%8E%E6%B9%AF%E5%8C%85%E5%BA%97,https://ifoodie.tw/blog/682c89ef7be9c3e3d0e96830/link,找相似餐廳;中式料理;合菜;小吃;早餐,0,中式,文山區
光一肆號,臺北市大安區新生南路三段76巷2號,https://ifoodie.tw/restaurant/5ad3752222613912b901ea63-%E5%85%89%E4%B8%80%E8%82%86%E8%99%9F,https://ifoodie.tw/blog/682c8985eb74c4f74982a93c/link,找相似餐廳;咖啡;義式料理;餐酒館,0,義式,大安區
一茶一瓦一號糧倉,臺北市松山區八德路二段346巷3弄2號,https://ifoodie.tw/restaurant/5823661f2756dd199aef6d38-%E4%B8%80%E8%8C%B6%E4%B8%80%E7%93%A6%E4%B8%80%E8%99%9F%E7%B3%A7%E5%80%89,https://ifoodie.tw/blog/682ada3e79044231ac8ac9f5/link,找相似餐廳;小吃;義式料理;合菜,0,台式,松山區
江蘇水煎包,臺北市萬華區寶興街85號,https://ifoodie.tw/restaurant/5bb4d0742756dd189b4053c0-%E6%B1%9F%E8%98%87%E6%B0%B4%E7%85%8E%E5%8C%85,https://ifoodie.tw/blog/682691d6f708ae0e6412b5e8/link,找相似餐廳;早餐;午餐;餃子,0,中式,萬華區
兄弟麵館,臺北市中山區大直街46巷36號,https://ifoodie.tw/restaurant/559d88c9c03a103ee86c8546-%E5%85%84%E5%BC%9F%E9%BA%B5%E9%A4%A8,https://ifoodie.tw/blog/6826e54f500a055b852e454a/link,找相似餐廳;小吃;午餐;晚餐,0,台式,中山區
一甲子餐飲祖師廟焢肉飯、刈包,臺北市萬華區康定路79號,https://ifoodie.tw/restaurant/559d18dfc03a103ee86c3ded-%E4%B8%80%E7%94%B2%E5%AD%90%E9%A4%90%E9%A3%B2-%E7%A5%96%E5%B8%AB%E5%BB%9F%E7%84%A2%E8%82%89%E9%A3%AF-%E5%88%88%E5%8C%85,https://ifoodie.tw/blog/6827016e89b7b58c0ba6f9e7/link,找相似餐廳;小吃;午餐;下午茶,0,台式,萬華區
上海鄉村信義137,臺北市大安區信義路四段137號,https://ifoodie.tw/restaurant/647db1ae77b9e942170ee6f1-%E4%B8%8A%E6%B5%B7%E9%84%89%E6%9D%91-%E4%BF%A1%E7%BE%A9-,https://ifoodie.tw/blog/6826913282024a0a9af2edab/link,找相似餐廳;中式料理;約會餐廳;餐酒館,0,中式,大安區
鳥以花香,臺北市大安區延吉街233巷3號,https://ifoodie.tw/restaurant/5661d81c2756dd1228aa7c8c-%E9%B3%A5%E4%BB%A5%E8%8A%B1%E9%A6%99,https://ifoodie.tw/blog/68274512927f8046c1ac75ab/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,大安區
老艋舺鹹粥店,臺北市萬華區西昌街117號,https://ifoodie.tw/restaurant/559da2cfc03a103ee86c933d-%E8%80%81%E8%89%8B%E8%88%BA%E9%B9%B9%E7%B2%A5%E5%BA%97,https://ifoodie.tw/blog/6826a5e3eb74c4fe4b34eb58/link,找相似餐廳;小吃;早餐;午餐,0,台式,萬華區
雞湯人生,臺北市大安區大安路一段51巷10號,https://ifoodie.tw/restaurant/67cd9577927f8046d7d438b3-%E9%9B%9E%E6%B9%AF%E4%BA%BA%E7%94%9F,https://ifoodie.tw/blog/682739b38d7e9aebd225be3e/link,找相似餐廳;小吃;午餐;晚餐,0,台式,大安區
好米亞GoodiesCuisine,臺北市大安區敦化南路一段270巷6號,https://ifoodie.tw/restaurant/559dc00dc03a103ee86ca4c9-%E5%A5%BD%E7%B1%B3%E4%BA%9E-Goodies-Cuisine,https://ifoodie.tw/blog/6826d6b57be9c33bb7a6761d/link,找相似餐廳;餐酒館;義式料理;酒吧,0,義式,大安區
北平同慶樓,臺北市大安區敦化南路二段168號,https://ifoodie.tw/restaurant/559d9734c03a103ee86c8d91-%E5%8C%97%E5%B9%B3%E5%90%8C%E6%85%B6%E6%A8%93,https://ifoodie.tw/blog/682702763ade3e8fb0e2461f/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,大安區
永宝餐廳,臺北市內湖區瑞光路106號,https://ifoodie.tw/restaurant/5fd820c78c906d6f406816a7-%E6%B0%B8%E5%AE%9D%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/682739b28d7e9aebd225be3d/link,找相似餐廳;小吃;合菜;午餐;晚餐,0,台式,內湖區
永和豆漿大王,臺北市大安區復興南路二段102號,https://ifoodie.tw/restaurant/56759d1c2756dd3d5352adae-%E6%B0%B8%E5%92%8C%E8%B1%86%E6%BC%BF%E5%A4%A7%E7%8E%8B,https://ifoodie.tw/blog/6826bc33927f8046c1ac3cd8/link,找相似餐廳;早餐;小吃;宵夜;午餐,0,台式,大安區
富士豬排とんかつ富士熟成豬排微風南山店,臺北市信義區松智路17號五樓,https://ifoodie.tw/restaurant/668944be927f80c933b6103d-%E5%AF%8C%E5%A3%AB%E8%B1%AC%E6%8E%92-%E5%AF%8C%E5%A3%AB-%E7%86%9F%E6%88%90%E8%B1%AC%E6%8E%92-%E5%BE%AE%E9%A2%A8%E5%8D%97%E5%B1%B1%E5%BA%97,https://ifoodie.tw/blog/682674dd94d60c34aebb821e/link,找相似餐廳;日本料理;約會餐廳;午餐,0,日式,信義區
二本松涮涮屋本館ERBENSONGSHABU,臺北市大安區瑞安街118號,https://ifoodie.tw/restaurant/5e70be73d6895d5d4d2d0f61-%E4%BA%8C%E6%9C%AC%E6%9D%BE%E6%B6%AE%E6%B6%AE%E5%B1%8B-%E6%9C%AC%E9%A4%A8-ER-BEN-SON,https://ifoodie.tw/blog/68261e097be9c31d0853f239/link,找相似餐廳;火鍋;日本料理;精緻高級,0,台式,大安區
牛富溫體涮牛肉林森北創始店,臺北市中山區林森北路438號2樓,https://ifoodie.tw/restaurant/681caf7d927f8058f795b547-%E7%89%9B%E5%AF%8C%E6%BA%AB%E9%AB%94%E6%B6%AE%E7%89%9B%E8%82%89-%E6%9E%97%E6%A3%AE%E5%8C%97%E5%89%B5%E5%A7%8B%E5%BA%97,https://ifoodie.tw/blog/68273a25390249ebfb4cb806/link,找相似餐廳;火鍋;宵夜;晚餐,0,台式,中山區
茂園餐廳,臺北市中山區長安東路二段185號,https://ifoodie.tw/restaurant/559d5be4c03a103ee86c6902-%E8%8C%82%E5%9C%92%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/682675cf6b466538324fa4a8/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,中山區
六堆伙房,臺北市中山區中山北路二段2號B1,https://ifoodie.tw/restaurant/559d6699c03a103ee86c70a3-%E5%85%AD%E5%A0%86%E4%BC%99%E6%88%BF,https://ifoodie.tw/blog/68273edd927f80dd8de92617/link,找相似餐廳;中式料理;約會餐廳;合菜,0,中式,中山區
CreativePasta創義麵東湖店,臺北市內湖區東湖路119巷10號,https://ifoodie.tw/restaurant/63366690658aba439aaddf7f-Creative-Pasta-%E5%89%B5%E7%BE%A9%E9%BA%B5-%E6%9D%B1,https://ifoodie.tw/blog/682693f1927f8046c29c4ebe/link,找相似餐廳;義式料理;午餐;晚餐,0,義式,內湖區
添好運南港三井店,臺北市南港區經貿二路131號6F,https://ifoodie.tw/restaurant/6826d4ef7be9c33bb7a67470-%E6%B7%BB%E5%A5%BD%E9%81%8B%E5%8D%97%E6%B8%AF%E4%B8%89%E4%BA%95%E5%BA%97,https://ifoodie.tw/blog/6826d4cd7be9c33bb7a67454/link,港式料理;午餐;晚餐,0,其他,南港區
豐雞號莊敬店,臺北市信義區莊敬路381號,https://ifoodie.tw/restaurant/64e0c2d88d3df307d7ee8258-%E8%B1%90%E9%9B%9E%E8%99%9F-%E8%8E%8A%E6%95%AC%E5%BA%97,https://ifoodie.tw/blog/6826e54f500a055b852e454b/link,找相似餐廳;港式料理;小吃;午餐;晚餐,0,台式,信義區
鴻鼎小籠包蒸餃館(737巷鴻鼎小籠包),臺北市內湖區內湖路一段737巷49號,https://ifoodie.tw/restaurant/636287e6faabb41eee7ce6c5-%E9%B4%BB%E9%BC%8E%E5%B0%8F%E7%B1%A0%E5%8C%85%E8%92%B8%E9%A4%83%E9%A4%A8-%E5%B7%B7%E9%B4%BB%E9%BC%8E%E5%B0%8F%E7%B1%A0%E5%8C%85-,https://ifoodie.tw/blog/6826752a2db51834c3c4bdd3/link,找相似餐廳;小吃;宵夜;晚餐,0,台式,內湖區
恉霜拉麵專賣,臺北市中山區長安東路一段48號,https://ifoodie.tw/restaurant/68256686eb74c42c19a9720c-%E6%81%89%E9%9C%9C-%E6%8B%89%E9%BA%B5%E5%B0%88%E8%B3%A3,https://ifoodie.tw/blog/682759a57be9c3784b0dc379/link,找相似餐廳;拉麵;日本料理;晚餐,0,日式,中山區
堃叔手作糯米腸,臺北市士林區大西路16號,https://ifoodie.tw/restaurant/5f93a2732756dd3abd62febc-%E5%A0%83%E5%8F%94%E6%89%8B%E4%BD%9C%E7%B3%AF%E7%B1%B3%E8%85%B8,https://ifoodie.tw/blog/6825e809e1432760220100bc/link,找相似餐廳;小吃;晚餐,0,台式,士林區
早點，見面（早餐店）,臺北市信義區吳興街156巷25弄1號,https://ifoodie.tw/restaurant/65f6e9c57be9c325e9c257d0-%E6%97%A9%E9%BB%9E-%E8%A6%8B%E9%9D%A2-%E6%97%A9%E9%A4%90%E5%BA%97-,https://ifoodie.tw/blog/683020bc1e6c391568ea168c/link,找相似餐廳;早餐;午餐,0,其他,信義區
西門金峰,臺北市萬華區昆明街89號,https://ifoodie.tw/restaurant/559d14fcc03a103ee86c3b82-%E8%A5%BF%E9%96%80%E9%87%91%E5%B3%B0,https://ifoodie.tw/blog/6825405ecca498432aa0605d/link,找相似餐廳;小吃;午餐;晚餐,0,台式,萬華區
涼州街無名涼麵,臺北市大同區涼州街1之5號,https://ifoodie.tw/restaurant/55e748fe2756dd0ea6293d50-%E6%B6%BC%E5%B7%9E%E8%A1%97%E7%84%A1%E5%90%8D%E6%B6%BC%E9%BA%B5,https://ifoodie.tw/blog/682594d7c9aecd128d997ff1/link,找相似餐廳;小吃;早餐;午餐;下午茶,0,台式,大同區
王李氏炸醬麵,臺北市大安區通安街81號,https://ifoodie.tw/restaurant/6304e47ecd99571e224c1e2c-%E7%8E%8B%E6%9D%8E%E6%B0%8F%E7%82%B8%E9%86%AC%E9%BA%B5,https://ifoodie.tw/blog/6825e83ca9c33b603772b8a6/link,找相似餐廳;咖啡;午餐;晚餐,0,其他,大安區
樂業麵線,臺北市大安區樂業街136號,https://ifoodie.tw/restaurant/590e10682756dd7370500a16-%E6%A8%82%E6%A5%AD%E9%BA%B5%E7%B7%9A,https://ifoodie.tw/blog/6825aff996394dfc82cf25c9/link,找相似餐廳;小吃;午餐;麵食,0,台式,大安區
雙連文記花枝羹,臺北市大同區民生西路59之2號,https://ifoodie.tw/restaurant/559dbc45c03a103ee86ca277-%E9%9B%99%E9%80%A3%E6%96%87%E8%A8%98%E8%8A%B1%E6%9E%9D%E7%BE%B9,https://ifoodie.tw/blog/6825e83fa9c33b603772b8a8/link,找相似餐廳;小吃;午餐;晚餐,0,台式,大同區
四海一家,臺北市松山區八德路四段36巷16號,https://ifoodie.tw/restaurant/55a52d55c03a10241de64ed2-%E5%9B%9B%E6%B5%B7%E4%B8%80%E5%AE%B6,https://ifoodie.tw/blog/682593580200dc4bbdb46306/link,找相似餐廳;中式料理;火鍋;合菜;午餐,0,中式,松山區
夫妻飯莊南機場夜市,臺北市中正區中華路二段313巷19號,https://ifoodie.tw/restaurant/5efc9c852756dd06c21e6032-%E5%A4%AB%E5%A6%BB%E9%A3%AF%E8%8E%8A-%E5%8D%97%E6%A9%9F%E5%A0%B4%E5%A4%9C%E5%B8%82,https://ifoodie.tw/blog/682554de7be9c3df57e8e248/link,找相似餐廳;合菜;小吃;午餐;晚餐,0,台式,中正區
餃爺手工水餃,臺北市信義區基隆路一段147巷34之2號,https://ifoodie.tw/restaurant/6825e9777be9c3df56020135-%E9%A4%83%E7%88%BA%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83,https://ifoodie.tw/blog/6825e9367be9c3df56020110/link,午餐;晚餐;餃子,0,中式,信義區
鑫光雞肉飯,臺北市萬華區西寧南路50巷1號,https://ifoodie.tw/restaurant/627f9d967cc7fc2dd495483e-%E9%91%AB%E5%85%89%E9%9B%9E%E8%82%89%E9%A3%AF,https://ifoodie.tw/blog/682554a2eb74c42c186b98ac/link,找相似餐廳;小吃;午餐;晚餐,0,台式,萬華區
廚窗港點士林官邸店,臺北市士林區福林路190跟188號,https://ifoodie.tw/restaurant/61bc95a1cd99572b7d214028-%E5%BB%9A%E7%AA%97%E6%B8%AF%E9%BB%9E-%E5%A3%AB%E6%9E%97%E5%AE%98%E9%82%B8%E5%BA%97,https://ifoodie.tw/blog/682594cfc9aecd128d997fee/link,找相似餐廳;港式料理;中式料理;甜點,0,中式,士林區
INPARADISE饗饗,臺北市信義區忠孝東路五段68號46F,https://ifoodie.tw/restaurant/595a87f22756dd27dfff11d1-INPARADISE-%E9%A5%97%E9%A5%97,https://ifoodie.tw/blog/6825e93479253c63bf92cec0/link,找相似餐廳;日本料理;精緻高級;景觀餐廳,0,日式,信義區
姜太太包子店,臺北市大安區復興南路一段180號,https://ifoodie.tw/restaurant/560aedaa2756dd7169163ac8-%E5%A7%9C%E5%A4%AA%E5%A4%AA%E5%8C%85%E5%AD%90%E5%BA%97,https://ifoodie.tw/blog/6825b046eb74c42c19a9b192/link,找相似餐廳;小吃;早餐;午餐,0,台式,大安區
鳥本yakitori炭火燒鳥,臺北市大安區市民大道四段138號,https://ifoodie.tw/restaurant/66f55f85927f803fa7478359-%E9%B3%A5%E6%9C%ACyakitori%E7%82%AD%E7%81%AB%E7%87%92%E9%B3%A5,https://ifoodie.tw/blog/682523d5f35076fe9b921d93/link,找相似餐廳;居酒屋;日本料理;宵夜,0,日式,大安區
祖師廟原汁排骨大王,臺北市萬華區貴陽街二段120號,https://ifoodie.tw/restaurant/559d8819c03a103ee86c84d9-%E7%A5%96%E5%B8%AB%E5%BB%9F%E5%8E%9F%E6%B1%81%E6%8E%92%E9%AA%A8%E5%A4%A7%E7%8E%8B,https://ifoodie.tw/blog/6825b0e2927f80137b92f9bb/link,找相似餐廳;小吃;午餐,0,台式,萬華區
濟南鮮湯包,臺北市大安區濟南路三段20號,https://ifoodie.tw/restaurant/559da448c03a103ee86c93d3-%E6%BF%9F%E5%8D%97%E9%AE%AE%E6%B9%AF%E5%8C%85,https://ifoodie.tw/blog/682593690200dc4bbdb46307/link,找相似餐廳;小吃;合菜;午餐;晚餐,0,台式,大安區
Palette彩匯自助餐廳,臺北市中山區樂群二路55號1樓,https://ifoodie.tw/restaurant/58d7e6baf5246828ff7b9396-Palette-%E5%BD%A9%E5%8C%AF%E8%87%AA%E5%8A%A9%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/682596117be9c3ef3d3960a3/link,找相似餐廳;甜點;約會餐廳;早餐;午餐,0,其他,中山區
RollFive樂發福小巨蛋店,臺北市松山區南京東路四段2號1樓(15店舖,https://ifoodie.tw/restaurant/682c8179927f8058f6abbebc-RollFive-%E6%A8%82%E7%99%BC%E7%A6%8F-%E5%B0%8F%E5%B7%A8%E8%9B%8B%E5%BA%97,https://ifoodie.tw/blog/682bbb35ce9ec4301b311ae8/link,精緻高級;約會餐廳;午餐;晚餐,0,其他,松山區
